"Ukazatel","IndicatorType","Druh zdravotní péče-Úroveň 1","HC.HCU1","Druh zdravotní péče-Úroveň 2","HC.HCU2","Druh zdravotní péče-Úroveň 3","HC.HCU3","Typ financování zdravotní péče-Úroveň 1","HF.HFU1","Typ financování zdravotní péče-Úroveň 2","HF.HFU2","Území","Uz0","Roky","CasR","Hodnota"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Domácnosti","HF3","","","Česko","CZ","2013","2013","12814.82156"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Domácnosti","HF3","","","Česko","CZ","2014","2014","13605.64877"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Domácnosti","HF3","","","Česko","CZ","2015","2015","13871.01226"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Domácnosti","HF3","","","Česko","CZ","2016","2016","14573.32227"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Domácnosti","HF3","","","Česko","CZ","2017","2017","15049.32541"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Domácnosti","HF3","","","Česko","CZ","2018","2018","16860.8879"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Domácnosti","HF3","","","Česko","CZ","2019","2019","18783.83809"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Domácnosti","HF3","","","Česko","CZ","2020","2020","14876.13079"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Domácnosti","HF3","","","Česko","CZ","2021","2021","21571.33939"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Domácnosti","HF3","","","Česko","CZ","2022","2022","28411.53485"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2010","2010","4292.57464"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2011","2011","2951.197759"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2012","2012","3097.06068"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2013","2013","3450.774818"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2014","2014","4120.495331"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2015","2015","3499.95443"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2016","2016","3519.67264"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2017","2017","4671.580891"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2018","2018","4780.642113"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2019","2019","5082.522466"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2020","2020","23230.03027"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2021","2021","17961.07817"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2022","2022","6170.191443"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2010","2010","133812.8455"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2011","2011","136826.5605"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2012","2012","138196.6854"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2013","2013","137547.6828"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2014","2014","148018.5098"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2015","2015","153907.1339"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2016","2016","161953.2729"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2017","2017","170600.8393"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2018","2018","184019.7235"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2019","2019","201671.6487"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2020","2020","236361.3201"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2021","2021","254386.4953"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Veřejné zdroje","HF1","Zdravotní pojišťovny","HF12","Česko","CZ","2022","2022","282645.5749"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Soukromé zdroje","HF2","Dobrovolné zdravotní pojištění (zdravotní cestovní pojištění)","HF21","Česko","CZ","2010","2010","413.7677655"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Soukromé zdroje","HF2","Dobrovolné zdravotní pojištění (zdravotní cestovní pojištění)","HF21","Česko","CZ","2011","2011","463.7830895"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Soukromé zdroje","HF2","Dobrovolné zdravotní pojištění (zdravotní cestovní pojištění)","HF21","Česko","CZ","2012","2012","501.9010845"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Soukromé zdroje","HF2","Dobrovolné zdravotní pojištění (zdravotní cestovní pojištění)","HF21","Česko","CZ","2013","2013","462.4290861"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Soukromé zdroje","HF2","Dobrovolné zdravotní pojištění (zdravotní cestovní pojištění)","HF21","Česko","CZ","2014","2014","521.9412596"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Soukromé zdroje","HF2","Dobrovolné zdravotní pojištění (zdravotní cestovní pojištění)","HF21","Česko","CZ","2015","2015","465.5418432"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Soukromé zdroje","HF2","Dobrovolné zdravotní pojištění (zdravotní cestovní pojištění)","HF21","Česko","CZ","2016","2016","469.9917526"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2010","2010","17.87481756"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2011","2011","18.38340015"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2012","2012","431.0591174"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2013","2013","498.5254237"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2014","2014","253.0937252"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2015","2015","152.6674651"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2016","2016","38.29206118"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2017","2017","37.70809008"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2018","2018","24.28476142"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2019","2019","11.69725703"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2020","2020","8.941477454"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2021","2021","18.817239"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Léčebná péče","HC1","","","","","Soukromé zdroje","HF2","Neziskové organizace","HF22","Česko","CZ","2022","2022","10.5950783"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Celkem","0","","","Česko","CZ","2010","2010","13126.64202"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Celkem","0","","","Česko","CZ","2011","2011","13632.97923"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Celkem","0","","","Česko","CZ","2012","2012","14450.46878"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Celkem","0","","","Česko","CZ","2013","2013","14454.78087"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Celkem","0","","","Česko","CZ","2014","2014","15762.15432"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Celkem","0","","","Česko","CZ","2015","2015","16346.14995"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Celkem","0","","","Česko","CZ","2016","2016","17282.6205"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Celkem","0","","","Česko","CZ","2017","2017","18572.72782"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Celkem","0","","","Česko","CZ","2018","2018","20553.63367"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Celkem","0","","","Česko","CZ","2019","2019","23398.98215"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Celkem","0","","","Česko","CZ","2020","2020","21763.53518"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Celkem","0","","","Česko","CZ","2021","2021","24648.67994"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Celkem","0","","","Česko","CZ","2022","2022","30595.41736"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Veřejné zdroje","HF1","","","Česko","CZ","2010","2010","11141.86403"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Veřejné zdroje","HF1","","","Česko","CZ","2011","2011","11233.03145"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Veřejné zdroje","HF1","","","Česko","CZ","2012","2012","11281.23984"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Veřejné zdroje","HF1","","","Česko","CZ","2013","2013","11244.97197"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Veřejné zdroje","HF1","","","Česko","CZ","2014","2014","12064.82263"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Veřejné zdroje","HF1","","","Česko","CZ","2015","2015","12533.16221"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Veřejné zdroje","HF1","","","Česko","CZ","2016","2016","13226.94277"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Veřejné zdroje","HF1","","","Česko","CZ","2017","2017","13884.05323"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Veřejné zdroje","HF1","","","Česko","CZ","2018","2018","14947.52157"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Veřejné zdroje","HF1","","","Česko","CZ","2019","2019","16703.82024"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Veřejné zdroje","HF1","","","Česko","CZ","2020","2020","17765.66596"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Veřejné zdroje","HF1","","","Česko","CZ","2021","2021","18688.01933"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Veřejné zdroje","HF1","","","Česko","CZ","2022","2022","21991.95221"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Domácnosti","HF3","","","Česko","CZ","2010","2010","1984.777986"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Domácnosti","HF3","","","Česko","CZ","2011","2011","2399.947783"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Domácnosti","HF3","","","Česko","CZ","2012","2012","3169.228936"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Domácnosti","HF3","","","Česko","CZ","2013","2013","3209.808901"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Domácnosti","HF3","","","Česko","CZ","2014","2014","3697.331688"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Domácnosti","HF3","","","Česko","CZ","2015","2015","3812.987738"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Domácnosti","HF3","","","Česko","CZ","2016","2016","4055.677726"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Domácnosti","HF3","","","Česko","CZ","2017","2017","4688.674592"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Domácnosti","HF3","","","Česko","CZ","2018","2018","5606.112104"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Domácnosti","HF3","","","Česko","CZ","2019","2019","6695.161913"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Domácnosti","HF3","","","Česko","CZ","2020","2020","3997.869211"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Domácnosti","HF3","","","Česko","CZ","2021","2021","5960.660611"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Domácnosti","HF3","","","Česko","CZ","2022","2022","8603.465153"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2010","2010","528.88675"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2011","2011","381.0301177"
"Výdaje za zdravotní péči celkem (mil. Kč)","7562","Rehabilitační péče","HC2","","","","","Veřejné zdroje","HF1","Veřejné rozpočty","HF11","Česko","CZ","2012","2012","320.57103"
